case_id,pdf_url,model,feature,predicted,evidence,latency_ms,error
16-72752,https://cdn.ca9.uscourts.gov/datastore/opinions/2022/04/26/16-72752.pdf,mistralai/mistral-large-3-675b-instruct-2512,protected_ground_particular_social_group,True,"He argues that if he is returned to Mexico, he will be persecuted on account of his membership in a particular social group, see 8 U.S.C. §§ 1101(a)(42)(A), 1231(b)(3), consisting of 'individuals who are associated with the police and law enforcement in Mexico and who are at war with criminal elements there.'",54061,
16-72752,https://cdn.ca9.uscourts.gov/datastore/opinions/2022/04/26/16-72752.pdf,mistralai/mistral-large-3-675b-instruct-2512,past_persecution_physical_violence,False,Not mentioned in the opinion.,54061,
16-72752,https://cdn.ca9.uscourts.gov/datastore/opinions/2022/04/26/16-72752.pdf,mistralai/mistral-large-3-675b-instruct-2512,past_persecution_death_threats,True,"Petitioner claims that during these ride-alongs, he witnessed law enforcement operations against cartel members and provided assistance to the police at his brother-in-law’s direction. [...] Petitioner further alleges that, since his removal proceedings in 1997, there has been 'an increase in violence' and 'a high level of incompetence and corruption among the law enforcement in Mexico making the state unable or unwilling to help [him].'",54061,
16-72752,https://cdn.ca9.uscourts.gov/datastore/opinions/2022/04/26/16-72752.pdf,mistralai/mistral-large-3-675b-instruct-2512,persecutor_government_actor,False,Not mentioned in the opinion.,54061,
16-72752,https://cdn.ca9.uscourts.gov/datastore/opinions/2022/04/26/16-72752.pdf,mistralai/mistral-large-3-675b-instruct-2512,credibility_credibility_finding,False,Not mentioned in the opinion.,54061,
16-72752,https://cdn.ca9.uscourts.gov/datastore/opinions/2022/04/26/16-72752.pdf,mistralai/mistral-large-3-675b-instruct-2512,bars_one_year_deadline_missed,True,"Petitioner first claims that the 90-day deadline should be equitably tolled because he had received ineffective assistance of counsel. [...] In this case, petitioner’s motion to reopen was untimely by over sixteen years.",54061,
20-72806,https://cdn.ca9.uscourts.gov/datastore/opinions/2023/01/12/20-72806.pdf,meta/llama-3.3-70b-instruct,asylum_requested,True,"Singh asserts that he suffered past persecution and has a well-founded fear of future persecution due to his familial association with his brother, who is a member of the Shiromani Akali Dal Party (Mann Party), and his own affiliation with that Party.",15681,
20-72806,https://cdn.ca9.uscourts.gov/datastore/opinions/2023/01/12/20-72806.pdf,meta/llama-3.3-70b-instruct,withholding_requested,True,"Singh petitions for review of an order of the Board of Immigration Appeals dismissing his applications for asylum, withholding of removal, and protection under the Convention Against Torture (CAT).",15681,
20-72806,https://cdn.ca9.uscourts.gov/datastore/opinions/2023/01/12/20-72806.pdf,meta/llama-3.3-70b-instruct,CAT_requested,True,"Singh petitions for review of an order of the Board of Immigration Appeals dismissing his applications for asylum, withholding of removal, and protection under the Convention Against Torture (CAT).",15681,
20-72806,https://cdn.ca9.uscourts.gov/datastore/opinions/2023/01/12/20-72806.pdf,meta/llama-3.3-70b-instruct,protected_ground_political_opinion,True,"Singh argues that he was attacked for his own attributed political opinion and his association with his brother, a member of the Mann Party.",15681,
20-72806,https://cdn.ca9.uscourts.gov/datastore/opinions/2023/01/12/20-72806.pdf,meta/llama-3.3-70b-instruct,protected_ground_particular_social_group,False,Not mentioned in the opinion.,15681,
20-72806,https://cdn.ca9.uscourts.gov/datastore/opinions/2023/01/12/20-72806.pdf,meta/llama-3.3-70b-instruct,past_persecution_physical_violence,True,"Singh was physically attacked twice, once with hockey sticks, and suffered 'small bruises, scratches, blue marks and some part of swollen body.'",15681,
20-72806,https://cdn.ca9.uscourts.gov/datastore/opinions/2023/01/12/20-72806.pdf,meta/llama-3.3-70b-instruct,past_persecution_death_threats,True,"One of the physical attacks involved a death threat, with the men telling Singh that they were going to kill him.",15681,
20-72806,https://cdn.ca9.uscourts.gov/datastore/opinions/2023/01/12/20-72806.pdf,meta/llama-3.3-70b-instruct,persecutor_government_actor,False,Not mentioned in the opinion.,15681,
20-72806,https://cdn.ca9.uscourts.gov/datastore/opinions/2023/01/12/20-72806.pdf,meta/llama-3.3-70b-instruct,credibility_credibility_finding,True,"The IJ found Singh to be a credible witness, and the BIA did not question this credibility determination.",15681,
20-72806,https://cdn.ca9.uscourts.gov/datastore/opinions/2023/01/12/20-72806.pdf,meta/llama-3.3-70b-instruct,bars_one_year_deadline_missed,False,Not mentioned in the opinion.,15681,
20-72806,https://cdn.ca9.uscourts.gov/datastore/opinions/2023/01/12/20-72806.pdf,deepseek-ai/deepseek-v4-flash,asylum_requested,True,"Singh then filed the relevant application for asylum, withholding of removal, and protection under CAT.",78231,
20-72806,https://cdn.ca9.uscourts.gov/datastore/opinions/2023/01/12/20-72806.pdf,deepseek-ai/deepseek-v4-flash,withholding_requested,True,"Singh then filed the relevant application for asylum, withholding of removal, and protection under CAT.",78231,
20-72806,https://cdn.ca9.uscourts.gov/datastore/opinions/2023/01/12/20-72806.pdf,deepseek-ai/deepseek-v4-flash,CAT_requested,True,"Singh then filed the relevant application for asylum, withholding of removal, and protection under CAT.",78231,
20-72806,https://cdn.ca9.uscourts.gov/datastore/opinions/2023/01/12/20-72806.pdf,deepseek-ai/deepseek-v4-flash,protected_ground_political_opinion,True,"Singh asserts that he suffered past persecution and has a well-founded fear of future persecution due to his familial association with his brother, who is a member of the Shiromani Akali Dal Party (Mann Party), and his own affiliation with that Party.",78231,
20-72806,https://cdn.ca9.uscourts.gov/datastore/opinions/2023/01/12/20-72806.pdf,deepseek-ai/deepseek-v4-flash,protected_ground_particular_social_group,False,Not mentioned in the opinion.,78231,
20-72806,https://cdn.ca9.uscourts.gov/datastore/opinions/2023/01/12/20-72806.pdf,deepseek-ai/deepseek-v4-flash,past_persecution_physical_violence,True,The men beat Singh with hockey sticks all over his back and arms.,78231,
20-72806,https://cdn.ca9.uscourts.gov/datastore/opinions/2023/01/12/20-72806.pdf,deepseek-ai/deepseek-v4-flash,past_persecution_death_threats,True,They told Singh that they were going to kill him.,78231,
20-72806,https://cdn.ca9.uscourts.gov/datastore/opinions/2023/01/12/20-72806.pdf,deepseek-ai/deepseek-v4-flash,persecutor_government_actor,False,Not mentioned in the opinion.,78231,
20-72806,https://cdn.ca9.uscourts.gov/datastore/opinions/2023/01/12/20-72806.pdf,deepseek-ai/deepseek-v4-flash,credibility_credibility_finding,True,The IJ found Singh to be a credible witness.,78231,
20-72806,https://cdn.ca9.uscourts.gov/datastore/opinions/2023/01/12/20-72806.pdf,deepseek-ai/deepseek-v4-flash,bars_one_year_deadline_missed,False,Not mentioned in the opinion.,78231,
20-72806,https://cdn.ca9.uscourts.gov/datastore/opinions/2023/01/12/20-72806.pdf,mistralai/mistral-large-3-675b-instruct-2512,asylum_requested,True,"Singh then filed the relevant application for asylum, withholding of removal, and protection under CAT.",50167,
20-72806,https://cdn.ca9.uscourts.gov/datastore/opinions/2023/01/12/20-72806.pdf,mistralai/mistral-large-3-675b-instruct-2512,withholding_requested,True,"Singh then filed the relevant application for asylum, withholding of removal, and protection under CAT.",50167,
20-72806,https://cdn.ca9.uscourts.gov/datastore/opinions/2023/01/12/20-72806.pdf,mistralai/mistral-large-3-675b-instruct-2512,CAT_requested,True,"Singh then filed the relevant application for asylum, withholding of removal, and protection under CAT.",50167,
20-72806,https://cdn.ca9.uscourts.gov/datastore/opinions/2023/01/12/20-72806.pdf,mistralai/mistral-large-3-675b-instruct-2512,protected_ground_political_opinion,True,"Singh asserts that he suffered past persecution and has a well-founded fear of future persecution due to his familial association with his brother, who is a member of the Shiromani Akali Dal Party (Mann Party), and his own affiliation with that Party.",50167,
20-72806,https://cdn.ca9.uscourts.gov/datastore/opinions/2023/01/12/20-72806.pdf,mistralai/mistral-large-3-675b-instruct-2512,protected_ground_particular_social_group,False,Not mentioned in the opinion.,50167,
20-72806,https://cdn.ca9.uscourts.gov/datastore/opinions/2023/01/12/20-72806.pdf,mistralai/mistral-large-3-675b-instruct-2512,past_persecution_physical_violence,True,"The men then slapped Singh on his face, hit his stomach, threw him to the ground, and started kicking his stomach.",50167,
20-72806,https://cdn.ca9.uscourts.gov/datastore/opinions/2023/01/12/20-72806.pdf,mistralai/mistral-large-3-675b-instruct-2512,past_persecution_death_threats,True,They told Singh that they were going to kill him.,50167,
20-72806,https://cdn.ca9.uscourts.gov/datastore/opinions/2023/01/12/20-72806.pdf,mistralai/mistral-large-3-675b-instruct-2512,persecutor_government_actor,False,The BIA also found that Singh “did not provide evidence that the source of [the] alleged persecution is the Indian government or a government-sponsored entity.”,50167,
20-72806,https://cdn.ca9.uscourts.gov/datastore/opinions/2023/01/12/20-72806.pdf,mistralai/mistral-large-3-675b-instruct-2512,credibility_credibility_finding,True,"As an initial matter, the panel noted that the immigration judge found Singh to be a credible witness.",50167,
20-72806,https://cdn.ca9.uscourts.gov/datastore/opinions/2023/01/12/20-72806.pdf,mistralai/mistral-large-3-675b-instruct-2512,bars_one_year_deadline_missed,False,Not mentioned in the opinion.,50167,
19-70961,https://cdn.ca9.uscourts.gov/datastore/opinions/2023/08/15/19-70961.pdf,meta/llama-3.3-70b-instruct,asylum_requested,False,Not mentioned in the opinion.,6992,
19-70961,https://cdn.ca9.uscourts.gov/datastore/opinions/2023/08/15/19-70961.pdf,meta/llama-3.3-70b-instruct,withholding_requested,False,Not mentioned in the opinion.,6992,
19-70961,https://cdn.ca9.uscourts.gov/datastore/opinions/2023/08/15/19-70961.pdf,meta/llama-3.3-70b-instruct,CAT_requested,False,Not mentioned in the opinion.,6992,
19-70961,https://cdn.ca9.uscourts.gov/datastore/opinions/2023/08/15/19-70961.pdf,meta/llama-3.3-70b-instruct,protected_ground_political_opinion,False,Not mentioned in the opinion.,6992,
19-70961,https://cdn.ca9.uscourts.gov/datastore/opinions/2023/08/15/19-70961.pdf,meta/llama-3.3-70b-instruct,protected_ground_particular_social_group,False,Not mentioned in the opinion.,6992,
19-70961,https://cdn.ca9.uscourts.gov/datastore/opinions/2023/08/15/19-70961.pdf,meta/llama-3.3-70b-instruct,past_persecution_physical_violence,False,Not mentioned in the opinion.,6992,
19-70961,https://cdn.ca9.uscourts.gov/datastore/opinions/2023/08/15/19-70961.pdf,meta/llama-3.3-70b-instruct,past_persecution_death_threats,False,Not mentioned in the opinion.,6992,
19-70961,https://cdn.ca9.uscourts.gov/datastore/opinions/2023/08/15/19-70961.pdf,meta/llama-3.3-70b-instruct,persecutor_government_actor,False,Not mentioned in the opinion.,6992,
19-70961,https://cdn.ca9.uscourts.gov/datastore/opinions/2023/08/15/19-70961.pdf,meta/llama-3.3-70b-instruct,credibility_credibility_finding,False,Not mentioned in the opinion.,6992,
19-70961,https://cdn.ca9.uscourts.gov/datastore/opinions/2023/08/15/19-70961.pdf,meta/llama-3.3-70b-instruct,bars_one_year_deadline_missed,False,Not mentioned in the opinion.,6992,
19-70961,https://cdn.ca9.uscourts.gov/datastore/opinions/2023/08/15/19-70961.pdf,deepseek-ai/deepseek-v4-flash,asylum_requested,True,"Since at least 1998, the Board of Immigration Appeals (BIA) and our court has interpreted 'past persecution' in the asylum and withholding-of-removal regulations to require cumulative-effect review",74207,
19-70961,https://cdn.ca9.uscourts.gov/datastore/opinions/2023/08/15/19-70961.pdf,deepseek-ai/deepseek-v4-flash,withholding_requested,True,"Since at least 1998, the Board of Immigration Appeals (BIA) and our court has interpreted 'past persecution' in the asylum and withholding-of-removal regulations to require cumulative-effect review",74207,
19-70961,https://cdn.ca9.uscourts.gov/datastore/opinions/2023/08/15/19-70961.pdf,deepseek-ai/deepseek-v4-flash,CAT_requested,False,Not mentioned in the opinion.,74207,
19-70961,https://cdn.ca9.uscourts.gov/datastore/opinions/2023/08/15/19-70961.pdf,deepseek-ai/deepseek-v4-flash,protected_ground_political_opinion,False,Not mentioned in the opinion.,74207,
19-70961,https://cdn.ca9.uscourts.gov/datastore/opinions/2023/08/15/19-70961.pdf,deepseek-ai/deepseek-v4-flash,protected_ground_particular_social_group,False,Not mentioned in the opinion.,74207,
19-70961,https://cdn.ca9.uscourts.gov/datastore/opinions/2023/08/15/19-70961.pdf,deepseek-ai/deepseek-v4-flash,past_persecution_physical_violence,True,"In Korablina, petitioner's evidence of past persecution included a physical attack, her witnessing attacks against her boss who eventually was 'disappeared,' threatening phone calls, and the ransacking of her workplace.",74207,
19-70961,https://cdn.ca9.uscourts.gov/datastore/opinions/2023/08/15/19-70961.pdf,deepseek-ai/deepseek-v4-flash,past_persecution_death_threats,True,"In Korablina, petitioner's evidence of past persecution included a physical attack, her witnessing attacks against her boss who eventually was 'disappeared,' threatening phone calls, and the ransacking of her workplace.",74207,
19-70961,https://cdn.ca9.uscourts.gov/datastore/opinions/2023/08/15/19-70961.pdf,deepseek-ai/deepseek-v4-flash,persecutor_government_actor,True,"In Chand, the petitioner was an ethnic Indian and practicing Hindu who lived in Fiji during a coup that brought to power ethnic-Fijian nationalists. In the aftermath of the coup, Chand was beaten three times by the Fijian military, had his home raided and forcibly seized by the Fijian military, and had the Hindu temple he attended burned to the ground.",74207,
19-70961,https://cdn.ca9.uscourts.gov/datastore/opinions/2023/08/15/19-70961.pdf,deepseek-ai/deepseek-v4-flash,credibility_credibility_finding,False,Not mentioned in the opinion.,74207,
19-70961,https://cdn.ca9.uscourts.gov/datastore/opinions/2023/08/15/19-70961.pdf,deepseek-ai/deepseek-v4-flash,bars_one_year_deadline_missed,False,Not mentioned in the opinion.,74207,
19-70961,https://cdn.ca9.uscourts.gov/datastore/opinions/2023/08/15/19-70961.pdf,mistralai/mistral-large-3-675b-instruct-2512,asylum_requested,False,Not mentioned in the opinion.,81854,
19-70961,https://cdn.ca9.uscourts.gov/datastore/opinions/2023/08/15/19-70961.pdf,mistralai/mistral-large-3-675b-instruct-2512,withholding_requested,True,"By statute, an applicant is entitled to withholding of removal if his or her 'life or freedom would be threatened' on account of a protected ground. Id. § 1231(b)(3)(A).",81854,
19-70961,https://cdn.ca9.uscourts.gov/datastore/opinions/2023/08/15/19-70961.pdf,mistralai/mistral-large-3-675b-instruct-2512,CAT_requested,False,Not mentioned in the opinion.,81854,
